Time;IBI;HR;LVET;HRS;Sys;Dia;MAP;SV;CO;SVR;SVI;CI;SVRI;dP/dt;COCalibr
863.830000;0,760;79;0,345;9;131;75;90;133;10,5;683;56;4,4;1615;723;-1,000
864.590000;0,760;79;0,340;9;133;75;91;135;10,6;683;57;4,5;1615;780;-1,000
865.350000;0,795;75;0,350;9;133;75;91;134;10,1;723;56;4,2;1710;788;-1,000
866.145000;0,750;80;0,350;9;133;75;92;136;10,9;673;57;4,6;1590;820;-1,000
866.895000;0,745;81;0,350;9;130;76;91;130;10,5;695;55;4,4;1645;745;-1,000
867.640000;0,770;78;0,350;9;133;78;92;128;9,9;740;54;4,2;1755;753;-1,000
868.410000;0,765;78;0,350;9;135;76;93;137;10,7;690;58;4,5;1635;830;-1,000
869.175000;0,775;77;0,345;9;132;75;91;133;10,3;710;56;4,3;1680;736;-1,000
869.950000;0,740;81;0,355;9;133;77;94;134;10,8;695;56;4,6;1645;759;-1,000
870.690000;0,735;82;0,355;9;136;81;95;123;10,1;755;52;4,2;1785;819;-1,000
871.425000;0,740;81;0,350;9;133;79;93;125;10,1;735;53;4,3;1740;770;-1,000
872.165000;0,735;82;0,345;9;134;78;94;130;10,6;708;55;4,4;1670;795;-1,000
872.900000;0,710;85;0,355;9;134;78;94;130;11,0;683;55;4,6;1615;820;-1,000
873.610000;0,680;88;0,370;9;132;81;96;119;10,5;733;50;4,4;1730;791;-1,000
874.290000;0,680;88;0,355;9;133;85;101;111;9,8;818;47;4,1;1940;836;-1,000
874.970000;0,725;83;0,345;9;138;90;104;101;8,3;995;42;3,5;2355;934;-1,000
875.695000;0,840;71;0,345;9;143;87;104;101;8,3;995;42;3,5;2355;934;-1,000
876.535000;0,855;70;0,345;9;143;87;104;101;8,3;995;42;3,5;2355;934;-1,000
877.390000;0,785;76;0,345;9;143;87;104;101;8,3;995;42;3,5;2355;934;-1,000
878.175000;0,780;77;0,345;9;143;87;104;101;8,3;995;42;3,5;2355;934;-1,000
878.955000;0,815;74;0,345;9;143;87;104;101;8,3;995;42;3,5;2355;934;-1,000
879.770000;0,895;67;0,345;9;143;87;104;101;8,3;995;42;3,5;2355;934;-1,000
880.665000;0,785;76;0,345;9;143;87;104;101;8,3;995;42;3,5;2355;934;-1,000
881.450000;0,775;77;0,350;9;144;85;103;125;9,7;850;53;4,1;2010;1136;-1,000
882.225000;0,755;79;0,350;9;141;85;102;125;9,9;823;53;4,2;1950;1061;-1,000
882.980000;0,800;75;0,350;9;141;85;101;120;9,0;898;51;3,8;2125;1083;-1,000
883.780000;0,870;69;0,350;9;143;82;99;131;9,0;878;55;3,8;2080;1155;-1,000
884.650000;0,965;62;0,355;9;142;78;96;144;8,9;858;60;3,8;2030;1175;-1,000
885.615000;0,830;72;0,365;9;140;75;98;154;11,1;700;65;4,7;1660;1131;-1,000
886.445000;0,765;78;0,350;9;134;78;97;131;10,3;755;55;4,3;1790;975;-1,000
887.210000;0,825;73;0,360;9;134;81;96;124;9,0;845;52;3,8;2005;972;-1,000
888.035000;0,800;75;0,360;9;134;77;96;135;10,1;753;57;4,3;1780;1017;-1,000
888.835000;0,810;74;0,360;9;133;77;96;135;10,1;753;57;4,3;1780;1017;-1,000
889.645000;0,750;80;0,360;9;133;77;96;135;10,1;753;57;4,3;1780;1017;-1,000
890.395000;0,760;79;0,360;9;133;77;96;135;10,1;753;57;4,3;1780;1017;-1,000
891.155000;0,855;70;0,360;9;133;77;96;135;10,1;753;57;4,3;1780;1017;-1,000
892.010000;0,795;75;0,370;9;143;82;101;140;10,5;765;59;4,4;1810;1094;-1,000
892.805000;0,750;80;0,360;9;137;82;100;126;10,1;790;53;4,2;1870;1000;-1,000
893.555000;0,725;83;0,340;9;136;84;99;120;9,9;798;50;4,2;1890;972;-1,000
894.280000;0,760;79;0,365;9;136;82;98;125;9,9;790;53;4,2;1865;983;-1,000
895.040000;0,840;71;0,360;9;136;80;95;128;9,1;830;54;3,8;1965;998;-1,000
895.880000;0,785;76;0,365;9;134;75;94;145;11,1;678;61;4,7;1605;1028;-1,000
896.665000;0,760;79;0,360;9;130;77;94;129;10,1;740;54;4,3;1750;877;-1,000
897.425000;0,735;82;0,360;9;130;78;95;126;10,3;735;53;4,3;1740;889;-1,000
898.160000;0,790;76;0,365;9;130;79;93;121;9,2;810;51;3,9;1915;869;-1,000
898.950000;0,845;71;0,365;9;129;76;90;132;9,4;768;56;4,0;1815;914;-1,000
899.795000;0,790;76;0,385;9;127;72;90;145;11,0;650;61;4,6;1540;917;-1,000
900.585000;0,750;80;0,375;9;129;73;90;139;11,1;648;59;4,7;1530;803;-1,000
901.335000;0,740;81;0,350;9;129;76;91;132;10,7;673;56;4,5;1595;786;-1,000
902.075000;0,785;76;0,345;9;130;76;90;131;9,9;718;55;4,2;1695;795;-1,000
902.860000;0,820;73;0,345;9;130;73;90;131;9,9;718;55;4,2;1695;795;-1,000
903.680000;0,765;78;0,345;9;130;73;90;131;9,9;718;55;4,2;1695;795;-1,000
904.445000;0,725;83;0,345;9;130;73;90;131;9,9;718;55;4,2;1695;795;-1,000
905.170000;0,760;79;0,370;9;131;82;94;114;9,0;838;48;3,8;1980;805;-1,000
905.930000;0,825;73;0,365;9;131;78;92;126;9,1;805;53;3,8;1905;867;-1,000
906.755000;0,795;75;0,365;9;130;74;92;143;10,8;678;60;4,5;1605;930;-1,000
907.550000;0,860;70;0,365;9;130;74;90;137;9,6;753;58;4,0;1780;897;-1,000
908.410000;0,770;78;0,355;9;128;72;91;146;11,3;643;61;4,8;1520;873;-1,000
909.180000;0,750;80;0,355;9;126;77;92;127;10,1;723;53;4,3;1710;798;-1,000
909.930000;0,755;79;0,360;9;128;78;93;125;9,9;743;53;4,2;1760;809;-1,000
910.685000;0,865;69;0,365;9;129;78;91;123;8,5;855;52;3,6;2025;836;-1,000
911.550000;1,005;60;0,375;9;131;72;89;145;8,6;820;61;3,6;1945;942;-1,000
912.555000;1,025;59;0,360;9;132;69;89;159;9,3;763;67;3,9;1805;970;-1,000
913.580000;0,900;67;0,375;9;131;68;91;162;10,8;670;68;4,5;1585;914;-1,000
914.480000;0,810;74;0,360;9;128;73;92;141;10,4;700;59;4,4;1660;839;-1,000
915.290000;0,850;71;0,355;9;130;75;92;133;9,4;783;56;3,9;1855;841;-1,000
916.140000;0,870;69;0,355;9;131;74;92;140;9,6;760;59;4,1;1800;903;-1,000
917.010000;0,805;75;0,370;9;131;73;93;146;10,8;680;61;4,6;1610;956;-1,000
917.815000;0,760;79;0,365;9;128;75;93;134;10,5;705;56;4,4;1670;870;-1,000
918.575000;0,735;82;0,365;9;128;78;95;124;10,1;748;52;4,2;1770;823;-1,000
919.310000;0,765;78;0,365;9;131;81;97;118;9,2;838;50;3,9;1985;839;-1,000
920.075000;0,995;60;0,365;9;136;80;94;125;7,5;1000;53;3,2;2365;989;-1,000
921.070000;1,005;60;0,365;9;139;73;94;125;7,5;1000;53;3,2;2365;989;-1,000
922.075000;0,890;67;0,365;9;139;73;94;125;7,5;1000;53;3,2;2365;989;-1,000
922.965000;0,805;75;0,365;9;139;73;94;125;7,5;1000;53;3,2;2365;989;-1,000
923.770000;0,750;80;0,365;9;139;73;94;125;7,5;1000;53;3,2;2365;989;-1,000
924.520000;0,725;83;0,365;9;139;73;94;125;7,5;1000;53;3,2;2365;989;-1,000
925.245000;0,765;78;0,365;9;139;73;94;125;7,5;1000;53;3,2;2365;989;-1,000
926.010000;0,810;74;0,375;9;136;79;97;134;9,9;783;56;4,2;1855;1031;-1,000
926.820000;0,820;73;0,375;9;137;78;97;136;9,9;780;57;4,2;1845;1042;-1,000
927.640000;0,795;75;0,370;9;135;77;97;139;10,4;738;58;4,4;1745;1028;-1,000
928.435000;0,755;79;0,375;9;133;78;97;132;10,4;740;55;4,4;1755;938;-1,000
929.190000;0,820;73;0,375;9;133;80;97;132;10,4;740;55;4,4;1755;938;-1,000
930.010000;0,960;63;0,375;9;133;80;97;132;10,4;740;55;4,4;1755;938;-1,000
930.970000;0,885;68;0,375;9;133;80;97;132;10,4;740;55;4,4;1755;938;-1,000
931.855000;0,795;75;0,375;9;128;72;91;146;10,9;658;61;4,6;1560;906;-1,000
932.650000;0,735;82;0,375;9;128;74;91;139;11,3;643;58;4,8;1525;777;-1,000
933.385000;0,745;81;0,395;9;126;77;93;121;9,7;758;51;4,1;1790;772;-1,000
934.130000;0,735;82;0,370;9;128;79;94;120;9,8;770;50;4,1;1820;827;-1,000
934.865000;0,720;83;0,370;9;128;79;94;120;10,0;753;51;4,2;1780;806;-1,000
935.585000;0,725;83;0,375;9;127;80;95;117;9,6;788;49;4,1;1860;789;-1,000
936.310000;0,730;82;0,375;9;128;81;96;115;9,4;815;48;4,0;1925;789;-1,000
937.040000;0,785;76;0,370;9;132;81;96;120;9,1;843;50;3,8;1995;880;-1,000
937.825000;0,925;65;0,375;9;134;78;94;131;8,5;883;55;3,6;2090;963;-1,000
938.750000;0,915;66;0,375;9;133;72;94;131;8,5;883;55;3,6;2090;963;-1,000
939.665000;0,810;74;0,375;9;133;72;94;131;8,5;883;55;3,6;2090;963;-1,000
940.475000;0,730;82;0,375;9;133;72;94;131;8,5;883;55;3,6;2090;963;-1,000
941.205000;0,720;83;0,380;9;132;80;97;126;10,5;735;53;4,4;1740;816;-1,000
941.925000;0,730;82;0,375;9;135;83;99;120;9,8;803;50;4,1;1900;875;-1,000
942.655000;0,805;75;0,375;9;138;84;98;123;9,2;855;52;3,9;2025;958;-1,000
943.460000;0,800;75;0,380;9;139;80;99;138;10,3;760;58;4,3;1800;1044;-1,000
944.260000;0,785;76;0,375;9;138;80;98;135;10,3;760;57;4,3;1800;1023;-1,000
945.045000;0,745;81;0,375;9;136;80;98;128;10,3;758;54;4,3;1795;973;-1,000
945.790000;0,745;81;0,375;9;136;82;98;123;9,9;790;52;4,2;1870;944;-1,000
946.535000;0,815;74;0,380;9;136;82;96;123;9,0;853;52;3,8;2015;978;-1,000
947.350000;0,825;73;0,375;9;136;76;95;141;10,2;740;59;4,3;1750;1047;-1,000
948.175000;0,810;74;0,375;9;133;75;93;140;10,4;713;59;4,4;1690;1006;-1,000
948.985000;0,760;79;0,375;9;129;74;93;137;10,8;685;58;4,5;1620;894;-1,000
949.745000;0,755;79;0,375;9;128;78;93;124;9,8;753;52;4,1;1780;839;-1,000
950.500000;0,805;75;0,380;9;130;77;92;129;9,6;763;54;4,0;1805;884;-1,000
951.305000;0,830;72;0,375;9;128;74;90;136;9,9;730;57;4,2;1725;909;-1,000
952.135000;0,780;77;0,375;9;124;72;90;136;9,9;730;57;4,2;1725;909;-1,000
952.915000;0,680;88;0,375;9;124;72;90;136;9,9;730;57;4,2;1725;909;-1,000
953.595000;0,720;83;0,375;9;124;72;90;136;9,9;730;57;4,2;1725;909;-1,000
954.315000;0,690;87;0,365;9;129;84;96;107;9,3;830;45;3,9;1965;814;-1,000
955.005000;0,660;91;0,365;9;133;83;96;114;10,4;738;48;4,4;1745;925;-1,000
955.665000;0,630;95;0,380;9;130;84;96;113;10,8;713;48;4,5;1690;813;-1,000
956.295000;0,635;94;0,385;9;132;86;98;110;10,4;758;46;4,4;1790;753;-1,000
956.930000;0,635;94;0,360;8;133;86;97;106;10,0;773;45;4,2;1830;852;-1,000
957.565000;0,660;91;0,375;9;133;84;95;114;10,4;728;48;4,4;1725;884;-1,000
958.225000;0,680;88;0,355;9;126;84;95;104;9,1;830;44;3,8;1965;741;-1,000
958.905000;0,685;88;0,365;9;139;80;98;136;11,9;653;57;5,0;1545;1041;-1,000
959.590000;0,705;85;0,340;9;131;86;93;92;7,8;945;39;3,3;2235;805;-1,000
960.295000;0,700;86;0,370;8;137;83;96;127;10,8;703;53;4,6;1665;952;-1,000
960.995000;0,710;85;0,360;8;127;79;93;114;9,6;768;48;4,1;1815;794;-1,000
961.705000;0,705;85;0,385;9;130;79;91;127;10,8;670;54;4,6;1585;888;-1,000
962.410000;0,710;85;0,355;9;128;79;92;117;9,9;740;49;4,2;1750;830;-1,000
963.120000;0,695;86;0,350;9;127;79;91;117;10,1;718;49;4,2;1700;836;-1,000
963.815000;0,675;89;0,340;9;126;80;91;112;9,9;730;47;4,2;1730;778;-1,000
964.490000;0,670;90;0,355;9;129;81;93;110;9,8;755;46;4,1;1785;825;-1,000
965.160000;0,690;87;0,360;9;134;85;97;109;9,5;815;46;4,0;1925;872;-1,000
965.850000;0,740;81;0,355;8;135;83;96;113;9,1;840;47;3,8;1990;927;-1,000
966.590000;0,735;82;0,355;8;133;80;97;121;9,8;788;51;4,1;1860;964;-1,000
967.325000;0,760;79;0,350;8;136;82;97;122;9,6;803;51;4,0;1900;1013;-1,000
968.085000;0,780;77;0,360;8;136;79;96;133;10,2;753;56;4,3;1780;1036;-1,000
968.865000;0,820;73;0,350;8;134;77;94;130;9,5;793;55;4,0;1875;1033;-1,000
969.685000;0,780;77;0,355;8;133;75;93;134;10,3;720;57;4,3;1705;1050;-1,000
970.465000;0,765;78;0,355;8;131;76;93;134;10,3;720;57;4,3;1705;1050;-1,000
971.230000;0,775;77;0,355;8;131;76;93;134;10,3;720;57;4,3;1705;1050;-1,000
972.005000;0,760;79;0,355;8;131;76;93;134;10,3;720;57;4,3;1705;1050;-1,000
972.765000;0,770;78;0,355;8;131;76;93;134;10,3;720;57;4,3;1705;1050;-1,000
973.535000;0,845;71;0,355;8;131;76;93;134;10,3;720;57;4,3;1705;1050;-1,000
974.380000;0,855;70;0,355;8;131;76;93;134;10,3;720;57;4,3;1705;1050;-1,000
975.235000;0,780;77;0,360;8;135;75;94;141;10,8;698;59;4,5;1655;1081;-1,000
976.015000;0,785;76;0,350;8;133;79;93;121;9,2;800;51;3,9;1895;1009;-1,000
976.800000;0,805;75;0,370;8;130;74;91;136;10,1;713;57;4,3;1690;1038;-1,000
977.605000;0,810;74;0,360;8;132;73;92;141;10,4;703;59;4,4;1665;1052;-1,000
978.415000;0,790;76;0,360;8;129;74;92;141;10,4;703;59;4,4;1665;1052;-1,000
979.205000;0,830;72;0,360;8;129;74;92;141;10,4;703;59;4,4;1665;1052;-1,000
980.035000;0,835;72;0,360;8;129;74;92;141;10,4;703;59;4,4;1665;1052;-1,000
980.870000;0,815;74;0,360;8;129;74;92;141;10,4;703;59;4,4;1665;1052;-1,000
981.685000;0,830;72;0,365;8;132;76;92;134;9,6;763;56;4,1;1805;1023;-1,000
982.515000;0,750;80;0,370;8;124;74;90;126;10,1;710;53;4,3;1680;836;-1,000
983.265000;0,770;78;0,370;8;123;75;88;123;9,6;730;52;4,0;1730;794;-1,000
984.035000;0,780;77;0,360;7;124;73;88;126;9,6;728;53;4,1;1725;855;-1,000
984.815000;0,820;73;0,370;7;123;72;86;130;9,5;728;55;4,0;1720;884;-1,000
985.635000;0,760;79;0,370;7;123;70;88;142;11,1;630;60;4,7;1490;861;-1,000
986.395000;0,745;81;0,370;7;124;74;90;125;10,1;713;53;4,3;1685;844;-1,000
987.140000;0,765;78;0,370;7;127;75;92;127;9,9;735;53;4,2;1740;863;-1,000
987.905000;0,780;77;0,360;7;128;75;92;129;9,9;738;54;4,2;1750;919;-1,000
988.685000;0,770;78;0,360;7;126;74;92;129;9,9;738;54;4,2;1750;919;-1,000
989.455000;0,830;72;0,360;7;126;74;92;129;9,9;738;54;4,2;1750;919;-1,000
990.285000;0,845;71;0,360;7;126;74;92;129;9,9;738;54;4,2;1750;919;-1,000
991.130000;0,880;68;0,360;7;126;74;92;129;9,9;738;54;4,2;1750;919;-1,000
992.010000;0,775;77;0,370;7;130;72;91;142;10,9;660;60;4,6;1565;989;-1,000
992.785000;0,765;78;0,365;7;126;74;91;131;10,3;703;55;4,3;1665;875;-1,000
993.550000;0,780;77;0,365;7;127;73;91;133;10,2;715;56;4,3;1690;917;-1,000
994.330000;0,800;75;0,365;7;130;74;93;133;10,0;740;56;4,2;1750;966;-1,000
995.130000;0,775;77;0,370;7;131;75;95;136;10,5;718;57;4,4;1695;980;-1,000
995.905000;0,785;76;0,365;7;133;80;96;122;9,3;820;52;3,9;1945;953;-1,000
996.690000;0,845;71;0,370;7;137;79;96;133;9,4;813;56;4,0;1920;1006;-1,000
997.535000;0,940;64;0,370;7;138;77;93;141;9,0;825;59;3,8;1955;1073;-1,000
998.475000;0,960;63;0,370;7;136;71;91;156;9,7;743;66;4,1;1760;1127;-1,000
999.435000;0,850;71;0,375;7;132;70;92;154;10,9;675;65;4,6;1600;1045;-1,000
1000.285000;0,785;76;0,365;7;131;73;93;141;10,7;688;59;4,5;1625;992;-1,000
1001.070000;0,800;75;0,370;7;130;75;92;134;10,0;735;56;4,2;1740;941;-1,000
1001.870000;0,770;78;0,370;7;130;78;95;127;9,9;765;54;4,2;1810;889;-1,000
1002.640000;0,730;82;0,375;7;130;78;96;124;10,2;750;52;4,3;1775;902;-1,000
1003.370000;0,775;77;0,375;7;130;83;96;124;10,2;750;52;4,3;1775;902;-1,000
1004.145000;0,825;73;0,375;7;130;83;96;124;10,2;750;52;4,3;1775;902;-1,000
1004.970000;0,805;75;0,375;8;130;83;96;124;10,2;750;52;4,3;1775;902;-1,000
1005.775000;0,780;77;0,375;8;130;83;96;124;10,2;750;52;4,3;1775;902;-1,000
1006.555000;0,805;75;0,375;8;133;77;95;134;10,0;758;56;4,2;1790;991;-1,000
1007.360000;0,770;78;0,365;8;134;78;96;130;10,1;760;55;4,3;1800;1016;-1,000
1008.130000;0,770;78;0,365;8;135;81;96;122;9,5;810;51;4,0;1915;966;-1,000
1008.900000;0,735;82;0,360;8;132;79;94;124;10,1;748;52;4,2;1765;959;-1,000
1009.635000;0,685;88;0,365;8;127;80;94;114;9,9;755;48;4,2;1785;825;-1,000
1010.320000;0,685;88;0,365;8;130;83;96;106;9,3;820;45;3,9;1940;842;-1,000
1011.005000;0,700;86;0,370;8;133;84;96;107;9,1;840;45;3,8;1990;884;-1,000
1011.705000;0,740;81;0,370;8;133;83;96;113;9,2;833;48;3,9;1975;925;-1,000
1012.445000;0,725;83;0,370;8;133;80;96;123;10,2;755;52;4,3;1785;958;-1,000
1013.170000;0,780;77;0,365;8;134;83;96;111;8,5;893;47;3,6;2110;948;-1,000
1013.950000;0,830;72;0,365;8;136;78;95;131;9,5;795;55;4,0;1885;1042;-1,000
1014.780000;0,790;76;0,370;8;134;75;94;142;10,7;703;60;4,5;1665;1059;-1,000
1015.570000;0,750;80;0,365;8;128;79;94;119;9,5;785;50;4,0;1860;861;-1,000
1016.320000;0,680;88;0,365;8;125;79;95;117;10,3;730;49;4,3;1725;791;-1,000
1017.000000;0,655;92;0,360;8;122;84;95;92;8,4;908;39;3,5;2150;653;-1,000
1017.655000;0,655;92;0,360;8;123;85;96;90;8,2;935;38;3,5;2210;695;-1,000
1018.310000;0,800;75;0,360;8;129;87;95;96;7,2;1053;40;3,0;2490;733;-1,000
1019.110000;0,880;68;0,365;7;133;77;92;134;9,1;808;56;3,8;1915;989;-1,000
1019.990000;0,840;71;0,370;7;133;71;93;153;10,9;678;64;4,6;1605;1050;-1,000
1020.830000;0,815;74;0,370;8;134;73;93;153;10,9;678;64;4,6;1605;1050;-1,000
1021.645000;0,815;74;0,370;7;134;73;93;153;10,9;678;64;4,6;1605;1050;-1,000
1022.460000;0,785;76;0,370;7;134;73;93;153;10,9;678;64;4,6;1605;1050;-1,000
1023.245000;0,800;75;0,370;8;134;73;93;153;10,9;678;64;4,6;1605;1050;-1,000
1024.045000;0,785;76;0,370;8;130;72;90;139;10,6;678;58;4,4;1605;1038;-1,000
1024.830000;0,780;77;0,365;8;126;72;88;130;10,0;705;55;4,2;1670;936;-1,000
1025.610000;0,750;80;0,355;8;122;71;87;127;10,2;678;54;4,3;1605;880;-1,000
1026.360000;0,740;81;0,355;8;120;72;86;118;9,6;715;50;4,0;1695;811;-1,000
1027.100000;0,735;82;0,350;8;121;72;86;118;9,6;713;50;4,0;1685;772;-1,000
1027.835000;0,700;86;0,370;8;121;72;86;115;9,8;693;48;4,1;1640;731;-1,000
1028.535000;0,695;86;0,345;8;123;73;88;115;9,9;703;48;4,2;1665;731;-1,000
1029.230000;0,740;81;0,345;8;121;75;87;108;8,8;795;46;3,7;1880;819;-1,000
1029.970000;0,845;71;0,345;8;120;72;84;116;8,2;813;49;3,5;1920;822;-1,000
1030.815000;0,815;74;0,350;8;120;67;84;135;9,9;675;57;4,2;1595;870;-1,000
1031.630000;0,780;77;0,350;8;120;67;85;130;10,0;673;55;4,2;1595;802;-1,000
1032.410000;0,760;79;0,345;8;121;70;85;124;9,8;693;52;4,1;1635;789;-1,000
1033.170000;0,785;76;0,350;8;120;70;85;125;9,5;713;52;4,0;1690;805;-1,000
1033.955000;0,785;76;0,350;8;121;70;86;126;9,6;718;53;4,0;1695;842;-1,000
1034.740000;0,795;75;0,350;8;122;71;87;126;9,5;733;53;4,0;1735;870;-1,000
1035.535000;0,795;75;0,350;8;123;71;88;128;9,6;728;54;4,1;1720;898;-1,000
1036.330000;0,840;71;0,350;7;124;72;87;127;9,0;770;53;3,8;1820;913;-1,000
1037.170000;0,745;81;0,355;7;124;70;89;139;11,2;633;58;4,7;1495;927;-1,000
1037.915000;0,755;79;0,355;7;122;75;89;116;9,2;773;49;3,9;1830;838;-1,000
1038.670000;0,755;79;0,360;8;126;75;92;126;10,0;733;53;4,2;1730;889;-1,000
1039.425000;0,760;79;0,360;8;129;76;93;124;9,7;760;52;4,1;1800;966;-1,000
1040.185000;0,760;79;0,350;8;130;77;92;124;9,8;753;52;4,1;1780;981;-1,000
1040.945000;0,765;78;0,355;8;127;76;90;122;9,5;753;51;4,0;1780;945;-1,000
1041.710000;0,760;79;0,355;8;126;74;90;126;9,9;728;53;4,2;1720;945;-1,000
1042.470000;0,760;79;0,360;8;127;74;90;126;9,9;720;53;4,2;1705;952;-1,000
1043.230000;0,755;79;0,360;8;127;75;90;123;9,7;738;52;4,1;1745;930;-1,000
1043.985000;0,735;82;0,360;8;125;74;90;126;10,3;695;53;4,3;1645;906;-1,000
1044.720000;0,730;82;0,360;8;126;76;91;122;10,0;728;51;4,2;1720;919;-1,000
1045.450000;0,710;85;0,355;8;128;76;93;123;10,4;715;52;4,4;1690;947;-1,000
1046.160000;0,700;86;0,360;8;128;79;95;114;9,8;775;48;4,1;1835;922;-1,000
1046.860000;0,695;86;0,355;8;131;82;98;113;9,8;800;48;4,1;1895;936;-1,000
1047.555000;0,725;83;0,360;8;136;85;100;109;9,0;888;46;3,8;2100;947;-1,000
1048.280000;0,845;71;0,360;8;140;84;99;121;8,6;923;51;3,6;2185;975;-1,000
1049.125000;0,905;66;0,355;7;145;80;100;141;9,3;850;59;3,9;2015;1048;-1,000
1050.030000;0,860;70;0,365;7;143;79;98;145;10,1;773;61;4,3;1830;1031;-1,000
1050.890000;0,765;78;0,360;7;139;77;99;142;11,1;710;60;4,7;1680;956;-1,000
1051.655000;0,760;79;0,365;7;139;81;99;129;10,2;778;54;4,3;1840;955;-1,000
1052.415000;0,750;80;0,355;7;140;81;100;131;10,5;758;55;4,4;1795;984;-1,000
1053.165000;0,730;82;0,360;7;140;82;102;127;10,4;788;53;4,4;1860;986;-1,000
1053.895000;0,745;81;0,355;7;143;84;103;124;10,0;820;52;4,2;1940;1000;-1,000
1054.640000;0,730;82;0,345;7;140;82;100;129;10,6;758;54;4,4;1790;991;-1,000
1055.370000;0,665;90;0,350;7;136;85;102;117;10,5;770;49;4,4;1820;847;-1,000
1056.035000;0,650;92;0,355;7;130;86;98;98;9,1;865;41;3,8;2050;731;-1,000
1056.685000;0,675;89;0,355;7;130;86;98;103;9,1;858;43;3,8;2030;753;-1,000
1057.360000;0,780;77;0,355;7;132;84;96;107;8,2;933;45;3,4;2205;825;-1,000
1058.140000;0,790;76;0,365;7;134;77;94;138;10,4;720;58;4,4;1705;941;-1,000
1058.930000;0,810;74;0,360;7;135;76;94;137;10,1;735;58;4,3;1740;953;-1,000
1059.740000;0,755;79;0,355;7;135;76;95;140;11,1;678;59;4,7;1605;1039;-1,000
1060.495000;0,775;77;0,370;7;134;78;94;127;9,8;765;53;4,1;1810;995;-1,000
1061.270000;0,760;79;0,360;7;134;77;94;131;10,3;723;55;4,3;1710;1042;-1,000
1062.030000;0,740;81;0,365;7;133;77;94;127;10,3;730;54;4,3;1725;1025;-1,000
1062.770000;0,790;76;0,355;7;133;80;94;118;8,9;840;50;3,8;1990;1017;-1,000
1063.560000;0,770;78;0,360;7;134;76;94;133;10,3;720;56;4,3;1705;1084;-1,000
1064.330000;0,795;75;0,360;7;133;76;92;134;10,1;733;56;4,2;1730;1069;-1,000
1065.125000;0,820;73;0,365;7;132;73;91;136;9,9;733;57;4,2;1730;1067;-1,000
1065.945000;0,815;74;0,365;7;131;72;90;139;10,2;698;59;4,3;1655;1092;-1,000
1066.760000;0,825;73;0,365;7;129;71;88;138;10,0;700;58;4,2;1660;1069;-1,000
1067.585000;0,785;76;0,360;7;128;70;88;138;10,5;670;58;4,4;1585;1047;-1,000
1068.370000;0,820;73;0,360;7;126;72;87;131;9,6;723;55;4,0;1710;998;-1,000
1069.190000;0,790;76;0,360;7;126;70;88;136;10,3;675;57;4,3;1600;1028;-1,000
1069.980000;0,785;76;0,360;7;127;72;88;132;10,1;698;56;4,2;1655;1003;-1,000
1070.765000;0,745;81;0,360;7;128;73;90;132;10,6;673;56;4,5;1595;1019;-1,000
1071.510000;0,760;79;0,355;7;127;74;90;127;10,0;718;53;4,2;1700;997;-1,000
1072.270000;0,760;79;0,360;7;128;75;90;126;9,9;723;53;4,2;1710;1014;-1,000
1073.030000;0,775;77;0,360;7;128;74;90;128;9,9;728;54;4,2;1725;1027;-1,000
1073.805000;0,775;77;0,360;7;130;75;90;128;9,8;733;54;4,1;1730;1039;-1,000
1074.580000;0,810;74;0,360;7;129;74;89;130;9,6;738;55;4,1;1745;1028;-1,000
1075.390000;0,775;77;0,355;7;128;72;89;133;10,2;695;56;4,3;1645;1033;-1,000
1076.165000;0,770;78;0,360;7;127;73;90;131;10,2;703;55;4,3;1665;997;-1,000
1076.935000;0,750;80;0,360;7;128;74;90;131;10,5;688;55;4,4;1625;995;-1,000
1077.685000;0,755;79;0,370;7;127;75;90;124;9,8;730;52;4,1;1725;953;-1,000
1078.440000;0,730;82;0,360;7;126;75;90;125;10,2;698;53;4,3;1650;936;-1,000
1079.170000;0,695;86;0,360;7;123;75;90;123;10,6;675;52;4,5;1600;864;-1,000
1079.865000;0,710;85;0,345;7;122;77;91;111;9,4;773;47;3,9;1830;788;-1,000
1080.575000;0,765;78;0,355;7;127;79;93;117;9,1;808;49;3,8;1915;880;-1,000
1081.340000;0,725;83;0,355;7;126;77;93;121;10,0;738;51;4,2;1750;877;-1,000
1082.065000;0,730;82;0,365;7;124;77;91;118;9,6;755;50;4,1;1785;820;-1,000
1082.795000;0,720;83;0,355;7;124;76;92;123;10,2;715;52;4,3;1695;830;-1,000
1083.515000;0,720;83;0,360;7;122;79;92;109;9,1;813;46;3,8;1920;716;-1,000
1084.235000;0,460;130;0,340;7;123;80;97;120;15,7;495;51;6,6;1170;756;-1,000
1084.695000;0,250;240;0,250;7;85;79;82;19;4,7;1408;8;2,0;3335;86;-1,000
1084.945000;0,725;83;0,355;7;125;79;91;121;10,0;725;51;4,2;1715;786;-1,000
1085.670000;0,700;86;0,345;7;124;75;93;116;9,9;753;49;4,2;1780;791;-1,000
1086.370000;0,675;89;0,390;7;129;82;95;117;10,4;730;49;4,4;1725;845;-1,000
1087.045000;0,720;83;0,385;7;129;84;94;107;8,9;843;45;3,8;2000;791;-1,000
1087.765000;0,710;85;0,365;7;126;81;93;107;9,0;823;45;3,8;1945;775;-1,000
1088.475000;0,740;81;0,355;7;129;80;93;120;9,7;760;50;4,1;1800;872;-1,000
